time,turnover
2025-05-21 13:00:00.000000,260.6870964692214
2025-05-21 13:05:00.000000,260.6870964692214
2025-05-21 13:10:00.000000,260.6870964692214
2025-05-21 13:15:00.000000,260.6870964692214
2025-05-21 13:20:00.000000,260.6870964692214
2025-05-21 13:25:00.000000,260.6870964692214
2025-05-21 13:30:00.000000,260.6870964692214
2025-05-21 13:35:00.000000,260.6870964692214
2025-05-21 13:40:00.000000,260.6870964692214
2025-05-21 13:45:00.000000,260.6870964692214
2025-05-21 13:50:00.000000,260.6870964692214
2025-05-21 13:55:00.000000,260.6870964692214
2025-05-21 14:00:00.000000,260.6870964692214
2025-05-21 14:05:00.000000,260.6870964692214
2025-05-21 14:10:00.000000,260.6870964692214
2025-05-21 14:15:00.000000,260.6870964692214
2025-05-21 14:20:00.000000,260.6870964692214
2025-05-21 14:25:00.000000,260.6870964692214
2025-05-21 14:30:00.000000,260.6870964692214
2025-05-21 14:35:00.000000,260.6870964692214
2025-05-21 14:40:00.000000,260.6870964692214
2025-05-21 14:45:00.000000,260.6870964692214
2025-05-21 14:50:00.000000,260.6870964692214
2025-05-21 14:55:00.000000,260.6870964692214
2025-05-21 15:00:00.000000,260.6870964692214
2025-05-21 15:05:00.000000,260.6870964692214
2025-05-21 15:10:00.000000,260.6870964692214
2025-05-21 15:15:00.000000,260.6870964692214
2025-05-21 15:20:00.000000,260.6870964692214
2025-05-21 15:25:00.000000,260.6870964692214
2025-05-21 15:30:00.000000,260.6870964692214
2025-05-21 15:35:00.000000,260.6870964692214
2025-05-21 15:40:00.000000,260.6870964692214
2025-05-21 15:45:00.000000,260.6870964692214
2025-05-21 15:50:00.000000,260.6870964692214
2025-05-21 15:55:00.000000,260.6870964692214
2025-05-21 16:00:00.000000,260.6870964692214
2025-05-21 16:05:00.000000,260.6870964692214
2025-05-21 16:10:00.000000,260.6870964692214
2025-05-21 16:15:00.000000,260.6870964692214
2025-05-21 16:20:00.000000,260.6870964692214
2025-05-21 16:25:00.000000,260.6870964692214
2025-05-21 16:30:00.000000,260.6870964692214
2025-05-21 16:35:00.000000,260.6870964692214
2025-05-21 16:40:00.000000,260.6870964692214
2025-05-21 16:45:00.000000,260.6870964692214
2025-05-21 16:50:00.000000,260.6870964692214
2025-05-21 16:55:00.000000,260.6870964692214
2025-05-21 17:00:00.000000,260.6870964692214
2025-05-21 17:05:00.000000,260.6870964692214
2025-05-21 17:10:00.000000,260.6870964692214
2025-05-21 17:15:00.000000,260.6870964692214
2025-05-21 17:20:00.000000,260.6870964692214
2025-05-21 17:25:00.000000,260.6870964692214
2025-05-21 17:30:00.000000,260.6870964692214
2025-05-21 17:35:00.000000,260.6870964692214
2025-05-21 17:40:00.000000,260.6870964692214
2025-05-21 17:45:00.000000,260.6870964692214
2025-05-21 17:50:00.000000,260.6870964692214
2025-05-21 17:55:00.000000,260.6870964692214
2025-05-21 18:00:00.000000,260.6870964692214
2025-05-21 18:05:00.000000,260.6870964692214
2025-05-21 18:10:00.000000,260.6870964692214
2025-05-21 18:15:00.000000,260.6870964692214
2025-05-21 18:20:00.000000,260.6870964692214
2025-05-21 18:25:00.000000,260.6870964692214
2025-05-21 18:30:00.000000,260.6870964692214
2025-05-21 18:35:00.000000,260.6870964692214
2025-05-21 18:40:00.000000,260.6870964692214
2025-05-21 18:45:00.000000,260.6870964692214
2025-05-21 18:50:00.000000,260.6870964692214
2025-05-21 18:55:00.000000,260.6870964692214
2025-05-21 19:00:00.000000,260.6870964692214
2025-05-21 19:05:00.000000,260.6870964692214
2025-05-21 19:10:00.000000,260.6870964692214
2025-05-21 19:15:00.000000,260.6870964692214
2025-05-21 19:20:00.000000,260.6870964692214
2025-05-21 19:25:00.000000,260.6870964692214
2025-05-21 19:30:00.000000,260.6870964692214
2025-05-21 19:35:00.000000,260.6870964692214
2025-05-21 19:40:00.000000,260.6870964692214
